month_date_yyyymm,postal_code,zip_name,flag,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy
202108,49091,"sturgis, mi",,238000,-0.0042,0.0823,20,0.1111,-0.4595,36,0.24137931,-0.28,16,0.3333,0,0,,,8,1,-0.5,32,-0.0303,-0.4182,130.5022529,0.0792,0.2313,2022,0.1233,0.2086,417171.5,0.0598,0.2209,52,0.0196,-0.4348,1.6,-0.2333,0.1135
202108,18252,"tamaqua, pa",*,190000,0.5847,,17,-0.4138,,38.5,0.241935484,0.132352941,12,-0.25,-0.4,0,,,4,-0.75,-0.5,23,0.0952,6.6667,88.77303937,0.6098,1.2134,2006,0.2048,0.3481,210051.2222,0.1404,1.5262,40,-0.2,0.25,1.352941176,0.6288,1.2495
202108,78734,"austin, tx",,822450,0.0619,0.0981,60,0.1321,-0.3814,28.5,0.14,-0.516949153,40,-0.2308,-0.0909,0,,-1,24,0,-0.1429,57,0.1176,-0.25,311.2692929,0.0263,0.1636,2544,-0.02,-0.1303,1152315.894,-0.0295,-0.1441,117,0.125,-0.3237,0.95,-0.0123,0.1665
202108,7424,"little falls, nj",*,429000,-0.0465,-0.0223,75,0.0274,,28.5,0.017857143,0.017857143,44,0.2222,-0.5217,0,,,4,-0.5,-0.8571,23,-0.1154,22,0,,,0,,,446968.5663,-0.0417,0.0045,98,-0.0101,-0.2097,0.306666667,-0.0495,0.2985
202108,13492,"whitesboro, ny",*,245000,0,0.3842,30,-0.0625,0.2,321.5,0.10862069,,8,-0.5,0,0,,,4,0,-0.5,97,0.0211,1.2045,125.1266464,0,0.0576,2103.5,-0.0148,0.2953,280953.0303,-0.01,0.14,127,0,0.8406,3.233333333,0.2646,1.4733
202108,60153,"maywood, il",*,222500,-0.0322,,36,0.3333,,25,-0.444444444,,32,0.6,1,0,,,16,3,3,45,0.2162,-0.3182,142.8295455,0.0517,0.24,1502,-0.0682,-0.0125,225639.9321,0.0123,0.2161,81,0.2656,-0.069,1.25,-0.1204,-1.8929
202108,60152,"marengo, il",,267000,0.0075,0.021,32,0.28,-0.1111,37,0.193548387,-0.327272727,28,0.1667,0.1667,0,,,8,0,-0.3333,42,0.1351,0.1053,149.6491963,-0.0641,0.1892,1768,0.0715,-0.1645,357142.3176,0.0923,0.1176,74,0.1935,0,1.3125,-0.1675,0.2569
202108,21704,"frederick, md",,585242.5,-0.0164,0.1165,31,0.1071,0,26.5,-0.196969697,0.65625,40,0.4286,0,0,-1,,8,1,1,60,0.0909,1.5,202.0690191,0.0021,0.1917,2748,-0.0255,-0.0262,622668.4082,-0.0024,0.1611,91,0.0964,0.6545,1.935483871,-0.0288,1.1613
202108,92506,"riverside, ca",,664497.5,0.0225,0.0956,62,0.0333,-0.1622,31.5,0.05,-0.1,52,-0.2778,-0.2778,0,,-1,20,0,-0.1667,78,-0.037,-0.2778,323.0509003,0.0042,0.2052,2093,0.0295,-0.1628,814201.1836,0.0299,-0.0025,140,-0.0071,-0.2308,1.258064516,-0.0919,-0.2014
202108,7732,"highlands, nj",,572450,0.07,-0.2357,21,0.4,-0.16,37,-0.393442623,-0.177777778,16,1,0.3333,0,,,4,0,0,17,-0.32,-0.2273,291.0855263,-0.0533,-0.0297,950,-0.1739,-0.2188,651018.9674,-0.1501,-0.3872,38,-0.05,-0.1915,0.80952381,-0.8571,-0.0705
202108,78705,"austin, tx",*,322400,-0.008,,36,-0.2174,,36.5,0.013888889,,24,0.2,0.2,0,-1,,12,-0.25,-0.25,19,-0.4412,-0.3448,386.7008954,-0.04,0.0641,899,0.0576,-0.0011,431482.4565,-0.0482,0.0743,55,-0.3125,-0.5175,0.527777778,-0.2114,0.1866
202108,94134,"san francisco, ca",*,1024500,-0.0644,0.0255,22,0.1,-0.0435,60.5,0.234693878,,16,0.3333,-0.3333,0,,,0,,-1,23,-0.1786,0.2778,767.3997038,0.0594,0.0885,1345,-0.1594,-0.0182,1082667.567,-0.0323,0.0248,45,-0.0625,0.0976,1.045454545,-0.3545,0.2628
202108,77331,"coldspring, tx",,272500,-0.0886,-0.0914,32,0.0323,-0.2,42,0.448275862,-0.543478261,12,-0.25,2,0,,,8,-0.3333,-0.5,29,0.16,0.1154,155.6334555,-0.0849,0.0376,1616,0.0075,-0.237,341120.7671,-0.1327,-0.1628,61,0.0893,-0.0758,0.90625,0.0998,0.2563
202108,61739,"fairbury, il",*,179000,0.0592,,14,-0.0667,-0.3636,48.5,0.031914894,-0.769047619,4,0,,0,,,4,-0.5,,6,-0.1429,-0.4545,75.4529767,-0.0043,0.2428,1880,-0.136,0.0792,191648.5417,0.025,0.8828,20,-0.0909,-0.3939,0.428571429,-0.0381,-0.0714
202108,55947,"la crescent, mn",,315000,0,-0.1,22,0.375,-0.4054,19.5,0.21875,-0.773255814,24,0.2,2,0,,,0,-1,-1,16,0,-0.2,158.0951742,-0.0268,0.2355,2243,0.2033,-0.3443,395836.5,0.1072,-0.0261,38,0.1875,-0.3333,0.727272727,-0.2727,0.1867
202108,36303,"dothan, al",,202825,0.0681,0.0401,69,0.2778,-0.266,35.5,-0.013888889,-0.377192982,36,0.5,0,4,,,24,0.2,-0.25,12,0,0,91.08775455,-0.0056,0.0005,2191,0.0458,0.0148,249458.1839,-0.0037,0.0271,81,0.2273,-0.2358,0.173913043,-0.0483,0.0463
202108,13365,"little falls, ny",*,152450,0.0514,0.2196,53,0.0392,0.1778,314.5,0.084482759,,8,0,-0.3333,0,,,0,,-1,48,0.0667,0.92,73.27337975,0.0157,-0.0152,1661,-0.0113,-0.0113,205057.3815,0.0071,-0.0929,101,0.0521,0.4429,0.905660377,0.0233,0.3501
202108,33781,"pinellas park, fl",,267400,-0.0614,0.07,22,-0.2143,-0.1538,37,-0.119047619,0.057142857,20,0.25,0,0,,,8,-0.5,-0.3333,53,0.0192,0.0392,206.482045,-0.0764,0.1789,1225,-0.0231,-0.0939,267051.4531,-0.0734,0.0179,75,-0.0625,-0.026,2.409090909,0.5519,0.4476
202108,85643,"willcox, az",*,217000,0.085,,27,-0.069,,63,-0.148648649,,4,-0.6667,-0.5,0,,,0,,,21,0.3125,0.6154,109.8709642,0.0412,0.3131,1621,-0.0037,0.0657,235730.1379,0.0479,0.3433,48,0.0667,0.3714,0.777777778,0.2261,0.1869
202108,70358,"grand isle, la",*,459000,0.02,0.2409,29,-0.1944,,172.5,0.223404255,-0.269067797,0,,-1,0,,,0,-1,,17,-0.0556,1.125,209.192768,-0.0002,0.5243,2300,-0.0452,-0.0515,485517.6843,0.0101,0.1737,46,-0.1481,-0.1481,0.586206897,0.0862,0.4123
202108,64804,"joplin, mo",,239000,0.1121,0.1435,83,-0.0778,-0.3083,34,-0.105263158,-0.291666667,68,0.1333,0.0625,0,,,32,0,0.3333,163,-0.0061,0.0654,108.0363636,-0.0186,0.1051,2314,0.2603,0.1288,362514.6859,0.0474,0.3196,246,-0.0315,-0.0989,1.963855422,0.1416,0.6889
202108,92585,"menifee, ca",*,530000,-0.0185,,39,0.0263,0.7727,31.5,0.3125,-0.1,28,-0.4615,-0.125,4,,-0.6667,12,0,2,62,0.069,-0.0462,249.5065192,0.0334,0.2944,2125.5,-0.0308,0.0035,527993.1256,-0.0034,0.1606,101,0.0521,0.1609,1.58974359,0.0634,-1.3648
202108,43613,"toledo, oh",*,120000,0.0008,,64,0.4884,,20,-0.230769231,,76,0.3571,0.4615,36,0.5,1.25,32,0.3333,0,79,0.026,-0.0595,95.34898669,-0.0661,0.1624,1214.5,0.0121,-0.0392,117409.1796,-0.0058,0.1152,143,0.1917,0.0916,1.234375,-0.5563,-0.5529
202108,36264,"heflin, al",*,237900,-0.0083,-0.0484,27,0.0385,,53.5,-0.108333333,-0.485576923,20,0.6667,4,0,,,12,,,13,0.0833,-0.2353,120.8333333,0,0.5244,1880,0.0444,-0.1808,344328.1982,-0.0769,0.0165,40,0.0526,0.2121,0.481481481,0.0199,-0.581
202108,67205,"wichita, ks",*,428873,-0.0253,0.1667,38,-0.0256,-0.4648,41.5,-0.153061224,,32,-0.1111,0.3333,0,,-1,12,0,-0.4,99,0.0645,-0.0198,159.2258342,-0.0281,0.1801,2828.5,0.0145,0.0178,454240.1809,-0.0265,0.0833,137,0.0379,-0.2035,2.605263158,0.2206,1.1827
202108,23701,"portsmouth, va",*,217500,0.0116,0.0357,56,-0.1111,-0.082,31.5,0.3125,,28,-0.4615,-0.3636,0,,-1,20,0,0.6667,0,,,152.0791877,-0.0314,0.1645,1335,-0.0423,-0.2035,226431.4331,-0.016,0.0413,56,-0.1111,-0.082,0,0,0
202108,6416,"cromwell, ct",*,284450,0.0539,,26,-0.037,,28,0.217391304,,24,-0.1429,0.2,0,,,4,-0.5,-0.8333,45,0,,188.4852351,0.1162,0.3917,1735,-0.0982,-0.1071,338909.7661,-0.0142,0.0256,71,-0.0139,0.1094,1.730769231,0.0641,1.7308
202108,72112,"newport, ar",,87000,-0.2091,-0.2091,19,0.4615,-0.2963,30,-0.4,-0.620253165,4,-0.5,0,0,,,0,,,4,-0.2,1,70.30206728,0.0082,0.1288,1278.5,-0.1465,-0.3178,106004.7222,-0.1274,-0.1449,23,0.2778,-0.2069,0.210526316,-0.1741,0.1365
202108,10541,"mahopac, ny",,497000,-0.004,0.0463,174,0.1523,-0.2127,504.5,0.066596195,2.682481752,48,0.3333,-0.1429,0,,-1,12,0.5,-0.5714,53,-0.1452,0.0192,226.1074467,0.0116,0.0332,2244,-0.0167,-0.0053,571765.5437,-0.002,0.0665,227,0.0657,-0.1685,0.304597701,-0.106,0.0693
202108,61270,"morrison, il",,114950,0.0546,0.2113,47,0,-0.2034,107.5,0.014150943,-0.073275862,12,0.5,-0.25,0,,,8,-0.3333,-0.5,15,0.25,-0.3182,72.88786482,-0.0093,0.0371,1503,0.0211,0.0211,144456.2083,0.0424,0.2151,62,0.0508,-0.2346,0.319148936,0.0638,-0.0537
202108,99202,"spokane, wa",,307500,0.0354,-0.0238,22,0.1579,-0.1852,30.5,0.525,-0.102941176,32,0,0,0,,,16,1,1,58,0.0545,0.2609,181.5113827,-0.0217,0.196,1668,0.053,-0.0077,403618.197,0.1322,0.0521,80,0.0811,0.0959,2.636363636,-0.2584,0.9327
202108,11757,"lindenhurst, ny",*,496944,-0.0041,0.1411,77,-0.0253,,31,0.107142857,-0.41509434,44,-0.3125,0.1,0,,,20,0.25,0.6667,72,0.44,-0.5294,0,,,0,,,526084.6334,-0.0059,0.219,149,0.155,-0.3632,0.935064935,0.3022,-0.9538
202108,93426,"bradley, ca",,899000,0,0,13,-0.1333,-0.3158,80,0.142857143,0.038961039,4,0,,0,,,0,,,9,-0.1,-0.1818,351.1574074,0.0457,-0.0575,1909.5,0.0887,-0.2054,1002847.708,0.0512,-0.2622,22,-0.12,-0.2667,0.692307692,0.0256,0.1134
202108,84780,"washington, ut",,604900,-0.0694,0.3068,121,0.3152,0,20,-0.047619048,-0.607843137,120,0.3043,0.3636,0,,-1,48,0.3333,1.4,33,0,-0.4677,265.1915285,-0.002,0.2929,2256.5,-0.0426,-0.0377,693532.6363,0.0139,0.203,154,0.232,-0.1585,0.272727273,-0.086,-0.2397
202108,22801,"harrisonburg, va",,350700,0.0049,-0.123,92,0.0222,-0.3826,32.5,0.547619048,-0.548611111,72,-0.1818,0.3846,0,,,24,-0.1429,0.5,144,-0.0588,0.1901,163.2940109,0.0323,0.1373,2021.5,0.0367,-0.244,432425.0964,-0.0154,-0.0754,236,-0.0288,-0.1259,1.565217391,-0.1348,0.7531
202108,71655,"monticello, ar",*,197450,-0.0128,0.2739,36,0.0286,,122,-0.024,0.089285714,0,-1,-1,0,,,8,,1,10,9,,80.92350435,-0.0483,-0.0768,2255.5,-0.0861,0.1346,188808.1491,-0.0599,0.0705,46,0.2778,0.0698,0.277777778,0.2492,0.2778
202108,22312,"alexandria, va",*,464450,-0.0617,,65,0.0484,,31,0.347826087,,44,-0.2667,0.2222,0,,,28,0.4,2.5,45,-0.0816,1.8125,263.9982919,0.021,-0.0374,1458,0.0681,-0.0581,506066.0333,0.0009,-0.0962,110,-0.009,1.75,0.692307692,-0.098,0.0256
202108,99623,"wasilla, ak",*,349500,-0.0292,,89,-0.0632,-0.2645,37.5,0.293103448,-0.147727273,44,-0.3125,-0.2143,4,,0,36,0.5,-0.3571,0,,,195.3125,0.011,0.201,1868,-0.0816,0.0711,390143.5876,-0.0222,0.2513,89,-0.0632,-0.2645,0,0,0
202108,29687,"taylors, sc",,341250,0.0667,0.1771,38,-0.0952,-0.6311,35.5,-0.08974359,-0.436507937,32,-0.2,-0.2,0,-1,-1,12,0,-0.6667,127,0,-0.0993,0,,,0,,,371648.5942,0.04,0.1422,165,-0.0237,-0.3238,3.342105263,0.3183,1.9732
202108,81637,"gypsum, co",*,892000,0.2835,,18,0.3846,-0.2174,45.5,-0.125,-0.1875,8,-0.3333,-0.3333,0,,,0,-1,,48,-0.1579,-0.2727,377.2173504,-0.01,0.4331,2861,0.2041,0.5114,1171482.94,0.1746,0.8996,66,-0.0571,-0.2584,2.666666667,-1.7179,-0.2029
202108,5819,"saint johnsbury, vt",,275000,0.0618,0.3158,17,0.1333,-0.4333,61.5,-0.157534247,-0.068181818,8,0,0,0,,,4,,0,19,-0.1739,-0.05,104.750262,-0.119,-0.0702,2304,0,-0.0124,281367.3701,0.0428,0.158,36,-0.0526,-0.28,1.117647059,-0.4157,0.451
202108,10604,"west harrison, ny",*,807450,-0.1018,0.1568,35,-0.1667,-0.2222,411,1.956834532,,4,0,-0.5,0,,,4,0,-0.5,11,0,0,344.6428571,-0.0299,0.088,2058,-0.1929,0.1124,1142487.78,-0.0724,0.1618,46,-0.1321,-0.1786,0.314285714,0.0524,0.0698
202108,38301,"jackson, tn",*,134450,-0.0696,,39,0.2188,-0.2909,40,0.25,-0.298245614,24,0,0.5,0,,,12,2,-0.25,38,0.1515,-0.24,76.57615894,-0.0991,0.866,1530,-0.1,0.1103,165626.7326,-0.0973,0.8701,77,0.1846,-0.2667,0.974358974,-0.0569,0.0653
202108,75077,"lewisville, tx",,421500,-0.0198,0.0283,49,0,-0.2462,34,0.0625,-0.055555556,56,-0.0667,0.0769,4,0,0,12,-0.25,-0.6667,77,-0.0494,-0.1444,180.5262515,-0.0108,0.1381,2412,-0.0563,-0.1096,535478.2116,-0.0852,0.0531,126,-0.0308,-0.1871,1.571428571,-0.0816,0.1868
202108,44646,"massillon, oh",*,202450,-0.1421,,59,0.2826,,19.5,-0.071428571,,72,0.2,0.6364,4,,,16,0,0.3333,103,-0.1043,-0.0636,108.9181393,-0.0865,0.0939,1713,-0.0267,-0.0639,237273.6573,-0.0983,-0.0902,162,0.0062,0.0189,1.745762712,-0.7542,-0.4991
202108,39576,"waveland, ms",,297150,-0.0857,0.2485,25,0.25,-0.1379,34.5,0.277777778,-0.514084507,16,0.3333,1,0,,,8,0,0,12,0.5,0.2,150.4458162,-0.0175,0.3059,1673,-0.0664,-0.1643,312924.6503,-0.0454,0.0308,37,0.3214,-0.0513,0.48,0.08,0.1352
202108,66061,"olathe, ks",,452500,-0.0142,0.0647,115,0.2778,-0.223,45,-0.237288136,-0.210526316,72,0.2,0.0588,12,2,-0.25,16,0.3333,-0.5,304,-0.0843,0.034,195.8417837,0.0327,0.1434,2559,-0.0161,-0.0195,538337.0516,0.0536,0.0923,419,-0.0071,-0.052,2.643478261,-1.0454,0.657
202108,31639,"nashville, ga",*,182400,-0.0641,,21,0,-0.0455,44.5,0.011363636,-0.476470588,16,0.3333,1,0,,,4,,-0.5,22,0.2222,0.375,97.59278084,-0.0172,0.3703,1977.5,0.062,-0.0583,209113,-0.0104,0.3236,43,0.1026,0.1316,1.047619048,0.1905,0.3203
202108,30329,"atlanta, ga",,548500,-0.0027,0.0972,81,0.0658,-0.3193,41.5,0.185714286,-0.077777778,36,-0.3571,-0.3571,0,,,40,-0.0909,-0.1667,51,0,-0.2031,222.3688251,-0.0137,0.1817,1854,-0.0617,-0.2167,588540.0735,-0.0223,0.1366,132,0.0394,-0.2787,0.62962963,-0.0414,0.0918
202108,18347,"pocono lake, pa",*,277450,-0.0721,,61,-0.1286,,43,0.433333333,,28,-0.3,0,0,,,20,0.25,1.5,79,0.026,-0.0706,179.5433359,-0.0123,0.5528,1500.5,-0.0319,-0.0406,325916.8956,-0.0007,0.4576,140,-0.0476,0.0687,1.295081967,0.1951,-0.5527
202108,76905,"san angelo, tx",*,170000,-0.1048,,13,0,,17,0.214285714,,12,0,2,0,,,4,-0.5,,26,0.04,0.1304,125.4694457,-0.0266,-0.2502,1605,0.0341,-0.1836,191664.0024,-0.0035,-0.4039,39,0.0263,0.1818,2,0.0769,-0.3
202108,98201,"everett, wa",,497475,0.0585,0.1987,20,-0.0476,-0.3333,18,-0.181818182,-0.333333333,36,-0.1,0.2857,0,,,12,,0.5,51,0.5455,0.4167,333.0555556,0.0065,0.2201,1522,0.0794,-0.0617,754383.9286,0.1031,0.5213,71,0.3148,0.0758,2.55,0.9786,1.35
202108,97123,"hillsboro, or",,524500,0.0295,0.1658,57,0,-0.521,33.5,0.116666667,-0.202380952,76,0.0556,-0.05,68,0.1333,0.0625,16,-0.2,-0.6,228,0.0133,0.1068,296.218359,0.0315,0.2339,1799,-0.0115,-0.0033,568233.7688,-0.0191,0.0734,285,0.0106,-0.1231,4,0.0526,2.2689
202108,95610,"citrus heights, ca",,519500,0.0411,0.2084,39,0.1143,0.1471,25,0.086956522,-0.431818182,52,-0.0714,0.3,0,,-1,16,0.3333,0.3333,62,-0.0462,0,307.3526945,-0.0003,0.2097,1642,0.0379,0.0055,559749.4291,0.0561,0.2284,101,0.01,0.0521,1.58974359,-0.2674,-0.2338
202108,50035,"bondurant, ia",*,300000,-0.0099,,52,0.7931,-0.1613,31.5,-0.5625,-0.574324324,28,1.3333,1.3333,16,0,-0.3333,20,1.5,0,70,-0.1026,-0.0411,220.2690837,0.0349,0.3363,1494,-0.0027,-0.0472,315185.186,0.0084,0.1412,122,0.1402,-0.0963,1.346153846,-1.3435,0.1687
202108,30601,"athens, ga",,302450,-0.0832,0.0115,58,-0.0645,0.0741,52,0.04,0.181818182,32,0.6,0,0,,,12,0.5,0.5,20,-0.0909,0.0526,182.2810534,-0.0958,0.0003,1104,0.104,-0.0247,369897.1938,-0.0465,0.1455,78,-0.0714,0.0685,0.344827586,-0.01,-0.007
202108,85615,"hereford, az",,459950,0.0221,0.0998,18,-0.0526,-0.1,40.5,-0.012195122,-0.421428571,12,0,0,0,,,4,0,0,21,-0.0455,-0.4474,194.1600003,0.0495,0.174,2296.5,0.0117,-0.0665,473108.0714,-0.0394,0.1419,39,-0.0488,-0.3276,1.166666667,0.0088,-0.7333
202108,77076,"houston, tx",*,211500,-0.06,0.2086,15,-0.3182,,61.5,0.464285714,-0.221518987,4,-0.6667,0,0,,,0,-1,-1,23,0.6429,3.6,155.3968254,0.014,0.3311,1322,-0.0178,-0.071,205579.3529,-0.0614,0.1213,38,0.0556,0.7273,1.533333333,0.897,1.2392
202108,94591,"vallejo, ca",*,612000,0.0286,,45,0.1538,0.0714,26,0.733333333,0.3,64,0,0.0667,4,,,12,0.5,0.5,68,0.0462,-0.0811,356.7110489,0.0123,0.2414,1674,-0.0024,-0.0912,615625.5672,0.0351,0.1729,113,0.0865,-0.0259,1.511111111,-0.1556,-0.2508
202108,2806,"barrington, ri",*,547000,-0.2061,,25,0.1364,-0.4681,29,-0.171428571,,24,0,-0.1429,0,,,12,2,0.5,60,-0.0476,-0.0625,342.2433301,-0.0104,0.1611,1779.5,-0.1395,-0.3885,1019662.015,-0.1308,-0.1117,85,0,-0.2342,2.4,-0.4636,1.0383
202108,98056,"renton, wa",,697000,-0.0318,-0.1287,25,-0.1071,-0.2857,28,0.272727273,-0.2,40,0.25,0.4286,0,,,4,-0.5,-0.5,51,-0.1774,0.186,393.877551,0.0425,0.1889,1650,-0.0884,-0.321,756121.2394,-0.0934,-0.174,76,-0.1556,-0.0256,2.04,-0.1743,0.8114
202108,55760,"mcgregor, mn",*,259450,0.0179,0.2361,16,-0.1579,-0.3846,52.5,0.418918919,,8,0,0,0,,,0,-1,-1,21,0.5,0.2353,178.6989796,-0.1581,0.118,1312,0.0789,0.1369,363191.6196,-0.0227,0.5423,37,0.1212,-0.1395,1.3125,0.5757,0.6587
202108,49460,"west olive, mi",,949900,0.1175,0.7926,23,0,-0.2069,46,0.243243243,-0.148148148,8,-0.3333,-0.3333,0,,,0,-1,-1,18,-0.1818,-0.3333,348.7445197,-0.0667,0.7309,2584,-0.0249,0.0487,991409.3407,0.0103,0.2842,41,-0.0889,-0.2679,0.782608696,-0.1739,-0.1484
202108,43035,"lewis center, oh",,573165,0.0922,0.2198,40,0.0811,0.0811,20,0.428571429,-0.35483871,52,-0.0714,0.625,0,,,12,0,-0.4,66,0,0.2,196.8358028,0.0319,0.182,2747.5,0.0451,-0.1042,565696.819,0.0476,0.0347,106,0.0291,0.1522,1.65,-0.1338,0.1635
202108,36551,"loxley, al",,301400,-0.005,0.2061,30,0.0714,-0.3478,44,0.571428571,-0.323076923,16,0,-0.2,0,,,4,-0.5,-0.5,47,0.0444,0.5667,152.6951567,0.0214,0.233,1994,-0.0177,0.0968,429046.5588,-0.0517,0.1379,77,0.0548,0.0132,1.566666667,-0.0405,0.9145
202108,10595,"valhalla, ny",,795000,0,0,20,0.1111,-0.1667,97.5,-0.716569767,0.392857143,4,0,-0.6667,0,,,0,,-1,9,0,0,356.1669307,-0.0013,0.0566,2400,-0.0066,-0.1111,813814.1739,-0.1208,-0.096,29,0.0741,-0.1212,0.45,-0.05,0.075
202108,77619,"groves, tx",,164450,-0.0603,-0.0033,72,0.1077,0.2203,29,0.260869565,-0.30952381,48,0.0909,1,0,,,32,0.3333,1,14,0,0.2727,108.4633145,-0.0056,0.0196,1600,-0.0044,-0.0244,178609.2011,-0.066,-0.1021,86,0.0886,0.2286,0.194444444,-0.0209,0.008
202108,98166,"seattle, wa",,737475,-0.0484,-0.0021,20,-0.1304,-0.5918,23.5,-0.06,-0.160714286,16,-0.5,-0.6364,0,,-1,0,-1,-1,35,-0.0541,0.129,410.9345139,0.0849,0.2392,2185,-0.0896,-0.0934,1110504.602,0.0539,0.1324,55,-0.0833,-0.3125,1.75,0.1413,1.1173
202108,33611,"tampa, fl",,485000,-0.0202,-0.01,88,0.0353,-0.3889,35.5,-0.065789474,-0.387931034,60,-0.0625,-0.2105,0,-1,-1,32,-0.3333,-0.4286,140,-0.0411,-0.1358,293.3806147,0.0066,0.1845,1713.5,-0.0197,-0.1099,706269.3788,0.0748,-0.1063,228,-0.013,-0.2549,1.590909091,-0.1267,0.4659
202108,89031,"north las vegas, nv",*,374350,0.0402,,132,0.3069,-0.175,22,0.047619048,-0.290322581,112,0.3333,-0.0667,12,0.5,0.5,48,0.3333,0.3333,0,,,212.9151181,0.0246,0.3317,1776.5,0.0432,-0.0556,385615.4176,0.0419,0.2513,132,0.3069,-0.175,0,0,0
202108,7627,"demarest, nj",,1297000,-0.1348,-0.0567,27,-0.0357,-0.4375,49.5,0.151162791,-0.029411765,8,-0.6,-0.3333,0,,,4,0,-0.5,0,,,0,,,0,,,1842659.968,-0.0528,0.0872,27,-0.0357,-0.4375,0,0,0
202108,44142,"brook park, oh",*,170500,-0.0523,,21,0.1053,,20.5,-0.108695652,,24,0.2,0.5,0,,,8,-0.3333,1,48,0.0909,0.3333,108.9367828,-0.0905,0.0629,1519.5,0.0123,-0.026,167907.7319,-0.0485,0.1152,69,0.0952,0.5682,2.285714286,-0.0301,-2.2143
202108,92629,"dana point, ca",,1442500,-0.1258,0.0311,41,-0.0465,-0.6694,33,-0.108108108,-0.266666667,36,-0.1,-0.25,0,,-1,8,0,-0.8182,57,0.0364,-0.1857,811.2129385,0.0718,0.2114,2134.5,-0.0513,-0.0411,4586829.632,0.0657,0.3624,98,0,-0.4948,1.390243902,0.1112,0.8257
202108,28692,"vilas, nc",*,649450,-0.1329,,22,0.2222,,38.5,-0.23,,8,1,1,0,,,8,0,,14,0.1667,-0.0667,228.4514135,-0.1101,0.1414,2812,-0.1364,-0.0435,1051839.75,-0.0667,0.7219,36,0.2,0.3333,0.636363636,-0.0303,-0.6136
202108,12189,"watervliet, ny",,209950,0.0794,0.1056,15,0.1538,-0.1176,35.5,0.224137931,-0.377192982,12,-0.25,0.5,0,,,4,-0.5,-0.5,37,0.1935,-0.2745,168.5766551,0.1243,0.1674,1536,-0.1208,-0.0039,257451.3974,-0.1279,0.1403,52,0.1818,-0.2353,2.466666667,0.0821,-0.5333
202108,20112,"manassas, va",*,637450,0.0039,,38,-0.05,,28,-0.066666667,,48,0.0909,0,4,0,-0.5,16,0,0.3333,70,-0.0141,1.5,203.8133665,-0.0158,0.1056,3132,0.0461,0.0752,684706.028,0.0751,0.1444,108,-0.027,0.8305,1.842105263,0.0671,0.9389
202108,33760,"clearwater, fl",,239950,0.0215,0.2337,19,0,-0.6122,31,-0.205128205,-0.630952381,20,0.6667,-0.1667,0,,-1,4,0,-0.8333,33,0,0,217.6417191,0.0458,0.3093,1126,0.0523,0.0009,341802.7778,0.3241,0.2038,52,0,-0.3659,1.736842105,0,1.0634
202108,10701,"yonkers, ny",,275000,0.0577,0.1727,142,0.0216,0.1094,110,0.25,-0.197080292,36,0,0.125,0,,-1,20,0.6667,0,36,-0.027,-0.027,242.1579602,0.0096,0.0445,1025,0.025,0.0789,352793.6327,0.0334,0.1075,178,0.0114,0.0788,0.253521127,-0.0127,-0.0355
202108,16925,"gillett, pa",,299500,1.2185,0.1745,15,0.0714,-0.0625,104.5,0.6328125,0.30625,0,-1,-1,0,,,0,,,15,0.3636,0.6667,114.9801587,-0.0794,0.0306,2386,0.578,0.2075,301621,0.34,0.1349,30,0.2,0.2,1,0.2143,0.4375
202108,13346,"hamilton, ny",,324950,0.0486,0.1821,19,-0.0952,-0.3871,69,-0.115384615,-0.197674419,0,-1,-1,0,,,0,-1,-1,20,0.1111,-0.1667,129.9172994,-0.0017,0.028,2352,-0.02,0.0652,312854.0404,-0.0456,0.0489,39,0,-0.2909,1.052631579,0.1955,0.2784
202108,55369,"osseo, mn",,362500,-0.0331,0.0126,69,-0.0417,-0.1585,33,0.137931034,0.178571429,72,0.2857,-0.1818,0,-1,-1,24,0.5,0.2,108,0.0693,-0.1,183.5506721,0.0075,0.0929,1992.5,0.0063,-0.036,396186.8748,0.0079,0.0641,177,0.0231,-0.1238,1.565217391,0.1624,0.1018
202108,54246,"washington island, wi",,289450,0.0564,-0.1094,15,-0.0625,-0.4,81.5,0.253846154,-0.132978723,4,0,0,0,,,0,,,0,,,241.0864418,-0.0343,0.265,1433,0.1746,-0.089,387393.5417,0.0726,-0.0385,15,-0.0625,-0.4,0,0,0
202108,78741,"austin, tx",*,452000,0.0157,,30,0.25,-0.25,31,0.476190476,-0.465517241,32,0.1429,0.6,0,-1,,16,0.3333,0,22,-0.0833,-0.4634,350.1159925,0.0125,0.2447,1250,-0.1616,-0.0473,540553.8229,0.0293,0.421,52,0.0833,-0.358,0.733333333,-0.2667,-0.2917
